catalog,vendor,product,release,id,title,description,status,official_doc_url
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,ts-qualification-api,Technical Service Qualification Open API,The Technical Service Qualification Open API provides endpoints to check the availability of resources and services before submitting orders for fulfillment.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/ts-qualification-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,tisc-api,TISC API,The TISC API provides endpoints to add and retrieve threat intelligence data in the Threat Intelligence Security Center (TISC) application.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/tisc-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,tisc-intel-ex-api,TISC Intel Exchange API,Enables external systems to share threat intelligence data with the Threat Intelligence Security Center (TISC) application.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/tisc-intel-ex-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,tisc-rpz-api,TISC RPZ API,The TISC RPZ API provides an endpoint to export domains and IP addresses in Response Policy Zone (RPZ) format.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/tisc-rpz-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,taxii-server-api,TISC TAXII Server API,Provides Trusted Automated Exchange of Intelligence Information (TAXII) server endpoints for sharing threat intelligence data in Threat Intelligence Security Center (TISC) from one ServiceNow instance to another.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/taxii-server-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,trouble-ticket-open-api,Trouble Ticket Open API,"The Trouble Ticket Open API provides endpoints to create, update, and retrieve data from the Case [sn_customerservice_case], Incident [incident], and Service Problem Case [sn_sprb_mgmt_case] tables.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/trouble-ticket-open-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,user-role-inheritance-api,User Role Inheritance API,The User Role Inheritance API provides endpoints that allow you to see the roles that a specific user inherited.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/user-role-inheritance-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,verifyentitlements-api,Verify Entitlements API,"The Verify Entitlements API provides endpoints that enable you to obtain a list of valid entitlements, details about the characteristics of entitlements, and an entitlement's latest usage information.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/verifyentitlements-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,bot-api,Virtual Agent Bot Integration API,The Virtual Agent Bot Integration API provides endpoints that allow users to integrate any chat interface or a bot ecosystem with the ServiceNow Virtual Agent and/or Live Agent.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/bot-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,voice-interaction-resource-api,Voice Interaction Resource API,The Voice Interaction API provides endpoints to transcribe and store voice interactions between agents and callers during a telephone conversation. It works in conjunction with Virtual Agent and Live Agent chats.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/voice-interaction-resource-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,work-order-mgmt-api,Work Order Management API,"The Work Order Management API provides endpoints to create, update, and retrieve work orders.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/work-order-mgmt-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,workplace_connector_webhook-api,Workplace Connector Webhook API,The Workplace Connector Webhook API is a generic interface that enables data from different kinds of workplace hardware or sensors (such as badging systems or occupancy sensors) to be stored in Workplace Service Delivery tables.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/workplace_connector_webhook-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wrap-up-api,Wrap Up API,Provides endpoints for managing wrap-up functionality for external Contact Center as a Service (CCaaS) systems or ServiceNow AI Platform workspaces.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wrap-up-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_extra_service-api,WSD Extra Service API,"The Workplace Service Delivery (WSD) Extra Service API provides endpoints to retrieve extra services, such as location layouts and standard services of a workplace location.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_extra_service-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_extra_serv_req-api,WSD Extra Service Request API,The Workplace Service Delivery (WSD) Extra Service Request API provides endpoints to manage extra service requests for reservations.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_extra_serv_req-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_grp_reserv-api,WSD Group Reservation API,The Workplace Service Delivery (WSD) Group Reservation API provides endpoints for managing group reservations.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_grp_reserv-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_multi_reserv-api,WSD Multi Reservation API,The Workplace Service Delivery (WSD) Multi Reservation API provides endpoints for managing reservations with multiple workplace locations.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_multi_reserv-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_recur_reserv-api,WSD Recurring Reservation API,"The Workplace Service Delivery (WSD) Recurring Reservation API provides endpoints for managing reservations that occur at the same time, but have different dates.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_recur_reserv-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_reservable-api,WSD Reservable API,"The Workplace Service Delivery (WSD) Reservable API provides endpoints to retrieve details of a reservable, an entity that can be reserved, such as a workplace location, from a ServiceNow instance.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_reservable-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_reservable_module-api,WSD Reservable Module API,The Workplace Service Delivery (WSD) Reservable Module API provides endpoints to retrieve details of a reservable module from a ServiceNow instance.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_reservable_module-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_reservable-api-V2,WSD Reservable V2 API,"The Workplace Service Delivery (WSD) Reservable V2 API provides endpoints to retrieve details of a reservable, an entity that can be reserved, such as a workplace location, from a ServiceNow instance.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_reservable-api-V2
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_reservation-api,WSD Reservation API,The Workplace Service Delivery (WSD) Reservation API provides endpoints for managing workplace reservations.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_reservation-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_reservation_invitees-api,WSD Reservation Invitees API,"The Workplace Service Delivery (WSD) Reservation Invitees API provides endpoints to add invitees to reservations, fetch invitees of a reservation, and reassign invitees of a reservation.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_reservation_invitees-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_search-api,WSD Search API,"The Workplace Service Delivery (WSD) Search API provides endpoints to search for available locations and workplace items such as reservables, reservable modules, and available shifts.",official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_search-api
servicenow-official-api-families.yml,ServiceNow,ServiceNow Platform,zurich,wsd_shift-api,WSD Shift API,The Workplace Service Delivery (WSD) Shift API provides an endpoint that returns shift time spans for a specified date and time.,official_indexed,https://developer.servicenow.com/dev.do#!/reference/api/zurich/rest/wsd_shift-api
